Item Name,Category,Brand Name,Device Age,Device Condition,Material Recovery Rate,Device Type,Year of Manufacture,Market Value of Metals,Cost of Recovery,Profit,Gold (g),Aluminum (g),Silver (g),Carbon (g),Platinum (g),Rhodium (g),Nickel (g),Tin (g),Lithium (g),Current Metal Value ($),Recycling Score
Nest Thermostat,Cat3,Samsung,23,Broken,76.33,IT Equipment,2007,198.96,37.5,161.46,0.2,0.28,0.72,4.01,1.77,0.1,1.82,4.24,2.49,162.731204,5
Toshiba Fire TV,Cat4,Samsung,17,Broken,69.55,Consumer Electronics,1994,484.07,20.58,463.49,1.86,16.29,2.77,3.86,0.36,0.88,12.27,3.9,0.81,616.882455,4
Pixel 5,Cat4,Philips,23,Broken,59.98,IT Equipment,2012,365.34,9.07,356.27,0.87,12.53,1.32,8.77,0.98,0.87,6.54,2.19,1.9,594.880179,4
iPad Pro,Cat1,Samsung,12,Average,56.97,Appliance,1993,344.71,46.38,298.33,1.83,48.68,3.0,9.34,0.39,0.28,5.75,3.85,0.5,273.30521000000005,3
MacBook Air,Cat3,HP,3,Good,89.58,Consumer Electronics,2022,422.59,43.21,379.38,4.11,45.96,2.45,7.29,0.88,0.14,4.28,1.6,1.42,331.08623,5
Fire TV Stick,Cat1,Samsung,26,Broken,76.97,Appliance,2007,545.51,27.35,518.16,2.72,41.61,1.9,1.34,1.47,0.41,14.77,1.98,3.59,449.14873299999994,3
GoPro Hero 9,Cat2,Toshiba,12,Broken,54.52,Consumer Electronics,1990,527.6,47.45,480.15,3.87,21.11,2.99,5.78,0.87,0.92,3.47,1.68,1.77,765.969273,4
LG OLED TV,Cat4,LG,5,Good,63.84,IT Equipment,1996,247.21,20.23,226.98,1.14,49.35,0.05,3.42,0.58,0.29,3.13,4.15,1.91,253.73003500000002,4
Ring Doorbell,Cat4,Apple,25,Average,55.28,Appliance,1994,637.54,48.13,589.41,3.8,33.27,2.39,1.46,1.35,0.99,13.35,0.62,2.17,828.203077,4
Yamaha Receiver,Cat2,LG,20,Good,57.66,Appliance,2013,543.84,22.03,521.81,3.38,46.68,0.76,4.1,1.23,0.32,7.87,4.01,6.8,416.77354600000007,4
Fitbit Versa 3,Cat4,Panasonic,19,Average,66.0,Appliance,2019,560.18,31.97,528.21,4.7,4.14,2.6,2.13,0.15,0.36,3.37,3.31,6.95,447.57889600000004,4
LG OLED TV,Cat3,HP,23,Broken,83.15,Appliance,2005,517.47,11.84,505.63,2.74,11.6,1.49,7.59,1.01,0.26,14.66,4.4,4.24,339.33325,5
Fire TV Stick,Cat3,Samsung,26,Broken,94.01,Appliance,1996,609.75,46.64,563.11,4.98,27.95,1.38,8.95,1.21,0.79,1.14,1.86,6.47,763.7771710000001,5
Sony Bravia TV,Cat4,LG,17,Good,89.25,Consumer Electronics,2024,408.71,40.67,368.04,1.87,38.09,0.69,6.45,0.45,0.58,10.3,0.39,3.55,449.339849,4
Galaxy S21,Cat2,Sony,21,Good,89.17,IT Equipment,2009,388.58,40.91,347.67,0.19,10.07,2.58,6.21,0.47,0.53,13.81,4.95,1.85,340.18312499999996,4
Nest Thermostat,Cat3,Lenovo,9,Good,78.24,Appliance,1996,405.03,48.22,356.81,2.42,3.88,1.72,3.94,1.42,0.21,7.44,2.05,3.67,316.83695,5
MacBook Pro,Cat1,Dell,3,Good,56.72,Consumer Electronics,1993,669.78,22.2,647.58,3.56,43.39,2.77,1.8,1.77,0.43,14.12,0.91,6.72,518.747291,3
Canon EOS R5,Cat4,LG,9,Good,69.18,IT Equipment,1993,372.54,37.17,335.37,2.85,41.81,0.97,5.34,1.17,0.46,0.76,4.89,1.65,467.24452900000006,4
Bose SoundLink,Cat4,Apple,14,Broken,81.3,Consumer Electronics,2024,514.04,40.48,473.56,2.11,11.69,2.19,8.13,0.64,0.85,6.17,3.94,5.32,627.002359,4
Denon AV Receiver,Cat1,Sony,2,Good,51.06,Appliance,2018,495.91,34.21,461.7,3.88,25.43,1.36,8.9,1.49,0.32,4.02,3.14,4.77,455.29193899999996,3
PS5,Cat4,Lenovo,9,Good,52.77,Consumer Electronics,2022,585.75,43.31,542.44,4.35,28.46,2.58,9.48,0.13,0.76,9.9,2.79,2.42,658.1863839999999,4
Nest Thermostat,Cat3,LG,13,Broken,59.5,IT Equipment,2013,470.68,44.53,426.15,3.84,18.27,1.57,4.88,1.84,0.14,10.14,0.19,2.51,368.84657899999996,5
Sony Alpha A7,Cat1,Lenovo,8,Average,70.43,Appliance,2008,348.18,6.65,341.53,1.0,21.62,1.59,7.3,0.32,0.59,0.39,1.42,6.64,406.016592,3
Nikon D850,Cat3,Samsung,7,Average,76.68,IT Equipment,1991,339.63,36.96,302.67,1.13,33.39,1.93,8.03,1.71,0.29,0.87,2.36,4.71,315.036441,5
Fire TV Stick,Cat1,Lenovo,15,Average,72.31,IT Equipment,2021,739.58,37.41,702.17,4.77,6.24,0.92,9.4,1.73,0.94,11.25,4.76,6.48,867.147996,3
Toshiba Fire TV,Cat2,Toshiba,24,Broken,60.2,IT Equipment,2007,524.17,48.18,475.99,4.64,15.02,1.84,7.51,1.75,0.18,2.85,0.67,6.19,426.677832,4
Roku Ultra,Cat3,Lenovo,25,Good,58.54,Appliance,1999,473.54,25.77,447.77,0.19,43.96,2.0,4.68,1.46,0.66,9.0,2.34,6.98,467.86682399999995,5
Fitbit Versa 3,Cat4,HP,9,Average,84.86,IT Equipment,2020,302.57,10.12,292.45,0.12,6.06,0.47,2.74,1.37,0.48,7.05,0.93,4.51,355.192858,4
Apple TV 4K,Cat4,Samsung,8,Good,89.62,Appliance,2016,397.61,21.67,375.94,2.22,21.66,2.21,8.26,0.63,0.41,7.72,1.96,2.28,379.46921599999996,4
Fitbit Versa 3,Cat3,Dell,28,Broken,69.28,Consumer Electronics,1994,486.06,43.11,442.95,1.45,4.83,2.42,6.23,1.65,0.53,14.3,3.95,2.29,465.251405,5
HP Spectre,Cat2,LG,8,Good,61.64,Consumer Electronics,2015,477.97,15.0,462.97,2.07,21.94,0.62,3.82,0.93,0.89,10.14,2.83,3.09,662.432908,4
iPhone 12,Cat4,Panasonic,15,Average,82.43,Appliance,1992,498.43,25.64,472.79,1.01,29.53,0.98,6.44,1.94,0.92,14.41,4.16,1.69,681.8200809999998,4
Garmin Forerunner,Cat4,Samsung,3,Broken,79.05,Consumer Electronics,2004,412.08,27.35,384.73,1.94,11.73,0.83,8.03,1.19,0.73,0.79,3.02,5.48,578.501947,4
Amazon Echo,Cat1,HP,2,Average,67.64,IT Equipment,2008,317.18,38.99,278.19,0.2,40.72,1.15,7.46,0.61,0.71,0.87,0.46,5.97,450.72028599999993,3
Toshiba Fire TV,Cat4,Dell,24,Good,94.31,Appliance,2005,465.79,42.78,423.01,2.58,46.34,1.74,5.99,0.33,0.63,12.28,3.09,0.85,506.879864,4
Samsung Blu-ray Player,Cat4,LG,5,Good,52.64,Appliance,2019,495.53,48.17,447.36,4.08,25.4,1.99,7.81,1.53,0.27,10.2,1.54,1.34,438.68781400000006,4
Lenovo Yoga,Cat1,Philips,10,Good,76.07,Consumer Electronics,2001,415.62,46.91,368.71,3.21,29.76,0.58,7.71,0.95,0.13,2.74,3.9,5.88,284.23604,3
Google Home,Cat1,Toshiba,15,Good,61.94,Appliance,2018,542.89,21.72,521.17,4.88,30.26,1.77,4.55,0.02,0.54,12.8,1.35,0.91,551.67997,3
Surface Pro 7,Cat2,Toshiba,27,Average,93.56,Appliance,2007,509.1,8.9,500.2,4.23,37.58,0.03,3.71,0.27,0.7,7.75,4.34,2.6,623.9891640000001,4
Oculus Quest 2,Cat3,Lenovo,12,Broken,83.76,IT Equipment,1999,503.21,39.32,463.89,4.43,18.73,1.16,9.92,0.36,0.6,1.32,0.17,6.3,582.1421469999999,5
PS5,Cat1,Dell,28,Good,63.67,Consumer Electronics,2016,314.98,49.77,265.21,1.57,30.69,0.82,1.88,1.18,0.52,2.63,1.12,2.58,439.196437,3
Pixel 5,Cat3,Philips,26,Average,56.78,IT Equipment,2012,454.35,37.18,417.17,4.05,34.01,0.44,7.75,0.59,0.72,1.82,3.75,2.42,643.863575,5
MacBook Pro,Cat4,Apple,30,Average,72.06,Appliance,2002,260.58,34.49,226.09,0.38,16.64,0.19,7.87,1.1,0.32,10.59,4.73,0.11,261.36890800000003,4
Canon EOS R5,Cat3,Apple,20,Average,62.51,Appliance,2002,630.72,19.46,611.26,2.56,10.07,2.83,6.28,1.37,0.93,13.32,0.41,5.43,734.476871,5
Canon EOS R5,Cat3,Toshiba,17,Average,66.99,Appliance,1991,336.77,41.64,295.13,0.74,2.06,0.04,6.58,0.51,0.74,3.66,1.34,6.14,488.42763399999995,5
Dell XPS 13,Cat2,Panasonic,5,Broken,65.14,Appliance,1996,505.58,43.54,462.04,1.42,4.68,1.98,1.4,1.57,0.71,7.25,2.32,6.89,562.7092919999999,4
LG Sound Bar,Cat4,Lenovo,4,Good,69.23,IT Equipment,2021,360.35,8.09,352.26,0.3,23.1,0.92,3.58,1.88,0.58,14.3,1.66,0.52,448.68038599999994,4
Canon EOS R5,Cat3,HP,7,Good,79.99,Appliance,2004,591.49,32.9,558.59,3.61,49.02,2.8,3.01,1.37,0.78,8.77,0.16,3.44,699.9367060000001,5
Nintendo Switch,Cat1,Apple,26,Broken,83.26,Consumer Electronics,1991,554.29,24.35,529.94,3.22,8.12,2.67,8.48,0.13,0.75,9.45,3.46,4.11,597.1040659999999,3
Panasonic Viera,Cat3,Apple,30,Broken,62.15,Appliance,2007,499.06,24.39,474.67,2.66,45.21,1.55,6.11,1.13,0.56,14.95,3.16,0.54,513.461051,5
Apple Watch Series 6,Cat3,Philips,15,Broken,55.83,Consumer Electronics,2008,446.19,37.22,408.97,0.77,16.8,0.94,1.03,1.45,0.97,13.91,2.01,1.57,672.308546,5
LG Sound Bar,Cat3,Panasonic,12,Broken,57.18,IT Equipment,2019,610.16,31.73,578.43,4.01,20.17,2.15,2.02,0.75,0.99,3.67,4.39,5.13,806.434809,5
Denon AV Receiver,Cat4,Lenovo,5,Broken,63.51,Consumer Electronics,1991,411.58,31.39,380.19,2.45,30.3,1.26,8.64,0.41,0.86,5.2,1.2,1.89,636.22265,4
Panasonic Viera,Cat2,Philips,13,Broken,67.71,Consumer Electronics,2024,604.93,35.35,569.58,4.36,34.35,2.46,0.38,0.22,0.06,14.11,1.66,6.91,262.83287099999995,4
LG OLED TV,Cat2,Apple,18,Broken,74.4,Appliance,2008,436.64,18.3,418.34,3.2,10.23,2.63,8.68,1.69,0.04,1.85,1.68,5.77,272.884913,4
Garmin Forerunner,Cat1,Apple,1,Average,83.52,Consumer Electronics,2008,256.35,49.8,206.55,0.03,37.4,2.94,8.15,0.35,0.64,0.84,0.99,1.91,388.946494,3
Dell XPS 13,Cat4,Philips,28,Good,68.23,Consumer Electronics,2019,531.06,35.91,495.15,4.66,48.2,1.88,6.61,1.2,0.57,5.05,4.53,0.87,621.3380979999998,4
MacBook Air,Cat3,LG,10,Good,76.46,Consumer Electronics,2007,389.65,38.43,351.22,0.75,40.88,0.1,9.83,0.03,0.56,11.71,2.28,5.35,360.2432480000001,5
Canon EOS R5,Cat1,HP,30,Average,57.81,Consumer Electronics,2012,626.17,7.37,618.8,4.27,36.97,1.63,3.36,1.75,0.66,8.43,4.77,3.94,683.399957,3
Roku Ultra,Cat3,Philips,2,Average,73.07,Appliance,2003,644.2,30.52,613.68,3.37,16.16,1.64,1.91,0.86,0.95,11.31,4.98,5.25,757.7866879999999,5
Galaxy Note 20,Cat2,Panasonic,1,Average,51.79,IT Equipment,2000,207.98,14.59,193.39,0.46,13.04,0.81,7.13,0.47,0.51,1.11,3.01,1.55,340.740256,4
Pioneer AV Receiver,Cat4,Panasonic,2,Broken,84.66,IT Equipment,1991,452.12,14.83,437.29,1.78,4.66,0.14,8.43,1.59,0.99,3.5,3.05,5.0,740.6289999999999,4
Nikon D850,Cat2,HP,7,Good,50.8,Appliance,1991,505.86,45.07,460.79,4.62,19.41,1.13,5.11,1.98,0.4,5.36,0.81,2.82,563.383321,4
Yamaha Receiver,Cat2,Panasonic,16,Good,83.55,Consumer Electronics,2013,566.17,13.84,552.33,4.68,35.44,2.59,1.82,0.06,0.68,2.09,0.48,6.04,625.0448580000001,4
Denon AV Receiver,Cat4,Toshiba,13,Average,68.58,IT Equipment,2002,395.02,18.89,376.13,3.05,22.88,1.99,4.95,0.09,0.05,3.19,0.33,6.78,185.27546799999996,4
Canon EOS R5,Cat3,Dell,7,Broken,94.56,IT Equipment,2017,362.79,48.38,314.41,4.93,6.61,1.08,3.45,0.09,0.28,1.92,1.0,0.67,408.27024500000005,5
Sony WH-1000XM4,Cat3,Apple,16,Average,60.29,Consumer Electronics,2005,570.92,44.66,526.26,1.44,34.32,0.93,0.04,1.44,0.98,12.59,3.9,5.56,710.88029,5
Surface Pro 7,Cat3,Toshiba,7,Average,71.52,IT Equipment,2018,503.19,44.85,458.34,3.66,17.54,1.67,1.84,1.07,0.36,8.08,0.7,4.84,445.0738999999999,5
Pixel 5,Cat1,LG,18,Good,66.01,Consumer Electronics,2008,582.8,34.84,547.96,3.91,40.81,2.56,6.49,0.39,0.98,8.09,1.5,2.5,776.533665,3
Google Home,Cat2,Lenovo,29,Broken,63.07,Appliance,2009,432.92,12.4,420.52,3.03,27.78,2.37,0.82,1.88,0.03,10.25,3.69,0.76,268.530194,4
Apple Watch Series 6,Cat2,Dell,5,Average,73.59,Appliance,2022,330.24,46.73,283.51,0.9,37.25,1.17,8.31,0.26,0.37,4.92,1.6,5.52,271.580975,4
Bose SoundLink,Cat3,Samsung,17,Average,80.65,Appliance,2004,456.68,40.43,416.25,1.25,7.08,2.3,7.08,1.18,0.96,12.84,2.94,0.02,676.3014439999998,5
Oculus Quest 2,Cat3,Apple,3,Broken,83.33,IT Equipment,1995,470.34,5.0,465.34,0.94,44.33,2.04,8.58,1.39,0.53,12.91,3.02,3.7,426.244457,5
Roku Ultra,Cat4,Philips,15,Average,66.53,IT Equipment,2023,437.79,49.57,388.22,1.98,11.34,0.53,3.87,1.27,0.38,13.92,3.75,2.74,383.95447,4
Canon EOS R5,Cat1,Philips,1,Average,81.56,Consumer Electronics,2007,502.01,29.81,472.2,4.03,1.51,0.76,0.49,1.22,0.21,12.78,0.72,3.95,384.758367,3
HP Spectre,Cat2,Dell,27,Average,86.73,Consumer Electronics,1993,657.68,19.89,637.79,4.91,29.9,2.94,6.03,1.34,0.95,5.07,0.69,4.18,859.685784,4
Nest Thermostat,Cat3,Dell,19,Average,75.1,Appliance,2018,219.65,18.22,201.43,0.12,48.67,1.33,1.24,1.0,0.2,1.77,4.79,1.99,175.273439,5
Fire TV Stick,Cat4,HP,22,Broken,65.49,Consumer Electronics,1993,284.18,19.99,264.19,0.19,35.39,0.34,2.83,0.06,0.88,0.74,2.69,4.26,517.561089,4
Pixel 5,Cat2,Toshiba,28,Broken,83.4,Appliance,2019,426.13,35.2,390.93,1.12,42.36,0.51,9.9,1.72,0.54,6.19,2.49,5.99,457.744504,4
DJI Mavic Air 2,Cat2,Philips,13,Broken,81.39,Consumer Electronics,2004,335.43,30.02,305.41,1.55,23.49,0.72,5.61,0.05,0.2,4.82,2.87,6.22,194.660147,4
Ring Doorbell,Cat4,Toshiba,23,Broken,82.13,Consumer Electronics,2002,451.39,30.03,421.36,4.45,40.33,2.06,8.03,0.49,0.44,0.7,1.49,2.8,498.64591899999994,4
iPhone 12,Cat4,Dell,4,Good,73.66,Consumer Electronics,2007,495.67,38.13,457.54,2.97,33.47,3.0,0.05,1.32,0.32,13.83,0.84,1.14,402.15731900000003,4
Pixel 5,Cat4,Lenovo,29,Average,65.37,IT Equipment,2007,648.15,22.6,625.55,4.73,46.03,1.05,2.72,0.44,0.7,13.84,4.88,3.31,658.439653,4
DJI Mavic Air 2,Cat2,Philips,1,Good,77.74,IT Equipment,2004,279.17,34.16,245.01,0.26,17.74,0.32,1.91,0.68,0.52,1.28,1.54,6.27,348.07207400000004,4
Nest Thermostat,Cat1,Sony,16,Good,78.68,Consumer Electronics,2005,203.28,22.62,180.66,0.63,9.18,0.2,7.23,0.02,0.45,4.82,3.73,0.73,290.22720799999996,3
Toshiba Fire TV,Cat4,Sony,30,Broken,67.02,Consumer Electronics,2003,515.02,10.17,504.85,1.6,23.12,0.62,3.08,0.95,0.82,11.96,0.08,6.78,600.644988,4
GoPro Hero 9,Cat2,Sony,18,Average,54.74,Consumer Electronics,2004,522.61,47.96,474.65,2.88,8.86,2.88,4.19,1.19,0.66,2.72,1.73,6.28,585.8340480000002,4
iPad Pro,Cat4,Samsung,29,Broken,50.26,Appliance,2007,379.71,18.66,361.05,4.12,15.25,0.32,4.01,0.48,0.38,5.42,2.11,0.74,446.32581100000004,4
Apple TV 4K,Cat4,Dell,14,Average,70.12,IT Equipment,2003,477.14,31.7,445.44,4.44,46.07,0.72,5.41,0.82,0.51,0.8,2.64,4.14,555.3492390000001,4
Fire TV Stick,Cat1,Lenovo,27,Broken,94.74,IT Equipment,2004,602.78,37.25,565.53,4.44,18.86,1.88,3.96,0.68,0.66,12.2,1.12,3.66,634.478022,3
GoPro Hero 9,Cat4,LG,16,Good,81.7,IT Equipment,2021,507.71,49.99,457.72,4.61,26.94,1.01,8.45,1.39,0.09,12.94,0.3,2.49,353.66342000000003,4
Galaxy S21,Cat3,LG,26,Broken,66.23,IT Equipment,1997,509.06,13.78,495.28,2.17,22.87,2.15,6.17,0.34,0.66,11.21,3.53,4.23,504.965723,5
JBL Charge 4,Cat4,LG,30,Good,94.77,Consumer Electronics,2007,390.61,12.87,377.74,3.57,26.66,0.14,7.58,1.96,0.33,3.33,0.47,2.42,469.9808320000001,4
Google Home,Cat4,Philips,15,Broken,59.38,IT Equipment,2023,481.14,43.27,437.87,2.08,8.78,0.16,1.03,1.98,0.52,13.91,3.13,3.35,506.96118800000005,4
Samsung QLED TV,Cat1,Samsung,21,Broken,67.88,Appliance,2009,413.32,6.62,406.7,3.67,42.83,1.27,2.67,0.47,0.28,2.99,0.99,4.11,367.272459,3
Harman Kardon Speaker,Cat1,Apple,30,Broken,52.25,Appliance,1994,391.0,47.87,343.13,1.19,44.06,1.84,1.65,0.84,0.05,10.32,1.68,5.69,134.04299799999998,3
Nintendo Switch,Cat3,Philips,22,Broken,75.68,Appliance,2009,517.13,47.92,469.21,4.19,44.18,0.71,2.77,0.22,0.46,3.68,4.38,5.99,482.51346799999993,5
Pixel 5,Cat1,HP,3,Broken,68.49,IT Equipment,2012,340.02,40.56,299.46,0.12,49.26,2.39,0.91,0.69,0.16,9.04,0.57,5.49,136.72578200000004,3
Ring Doorbell,Cat4,Toshiba,8,Good,50.33,Consumer Electronics,2010,550.94,36.77,514.17,4.98,20.05,1.63,0.33,1.93,0.62,0.7,3.0,3.46,704.782315,4
iPad Pro,Cat2,Lenovo,4,Average,75.19,Appliance,1990,454.96,29.69,425.27,1.9,47.6,2.74,8.0,1.12,0.63,3.26,2.67,4.2,516.569922,4
Lenovo Yoga,Cat3,Samsung,17,Average,56.96,Consumer Electronics,1994,403.18,5.23,397.95,1.42,3.03,2.05,8.57,1.35,0.69,1.63,3.8,4.35,539.1925249999999,5
JBL Charge 4,Cat2,HP,16,Broken,73.0,Appliance,2022,332.43,39.48,292.95,1.51,10.9,0.28,7.71,0.75,0.28,9.04,3.58,2.97,275.50423800000004,4
Dell XPS 13,Cat2,Philips,3,Average,75.39,Consumer Electronics,2001,437.13,31.57,405.56,4.35,33.28,2.3,3.75,0.7,0.16,4.41,3.43,1.41,344.612638,4
Toshiba Fire TV,Cat1,Sony,24,Broken,58.45,Appliance,2024,597.87,20.22,577.65,4.5,48.36,2.16,4.34,0.83,0.14,11.58,4.69,4.73,347.9023340000001,3
Google Home,Cat2,Toshiba,6,Broken,70.2,Appliance,2015,561.05,23.28,537.77,4.61,43.17,1.43,5.69,1.08,0.57,3.13,2.91,4.98,612.5350609999999,4
Apple TV 4K,Cat3,Toshiba,7,Good,88.83,Consumer Electronics,1995,474.96,5.19,469.77,3.49,30.73,0.86,2.99,1.91,0.79,0.22,3.5,2.85,727.4291850000001,5
ThinkPad X1,Cat1,Apple,10,Good,67.56,Consumer Electronics,2017,343.67,14.58,329.09,0.17,21.77,0.18,6.73,0.23,0.76,10.21,0.13,4.72,456.932123,3
LG OLED TV,Cat1,Toshiba,6,Broken,73.78,IT Equipment,1999,506.54,24.2,482.34,4.97,29.69,2.03,3.14,0.98,0.32,6.19,1.44,2.05,481.650059,3
Xbox Series X,Cat3,Samsung,2,Good,73.08,Appliance,1994,630.52,6.22,624.3,4.8,4.64,1.47,2.03,1.57,0.72,11.61,0.33,3.86,733.961188,5
LG Sound Bar,Cat2,Sony,10,Good,55.91,Appliance,2006,576.62,33.7,542.92,3.1,42.54,2.26,8.07,1.9,0.76,6.82,3.78,3.64,691.547118,4
Ring Doorbell,Cat1,Apple,6,Average,62.64,Appliance,2004,307.22,9.43,297.79,1.36,7.54,2.55,2.41,1.18,0.31,6.02,2.09,0.62,309.349954,3
Samsung Galaxy Watch 3,Cat2,Sony,21,Broken,90.15,IT Equipment,1996,435.49,19.68,415.81,3.4,46.81,0.99,1.18,1.39,0.05,6.89,0.65,4.69,271.46404499999994,4
MacBook Air,Cat1,Philips,28,Good,81.65,Appliance,2003,549.4,20.88,528.52,3.29,26.9,1.84,6.43,0.28,0.53,14.81,4.62,2.56,482.03384199999994,3
Ring Doorbell,Cat4,Lenovo,12,Good,87.27,Consumer Electronics,1993,333.42,41.5,291.92,1.26,37.33,1.62,2.8,0.74,0.64,6.05,2.9,0.44,469.489825,4
Garmin Forerunner,Cat3,Dell,4,Good,61.13,Appliance,1995,434.87,39.98,394.89,0.95,4.73,0.01,3.09,1.12,0.54,14.45,4.23,4.56,416.8671330000001,5
LG OLED TV,Cat2,Toshiba,26,Average,50.94,Appliance,2018,646.0,41.42,604.58,3.79,12.9,1.47,7.61,1.96,0.6,8.87,4.81,6.79,636.824606,4
ThinkPad X1,Cat2,Sony,24,Broken,56.43,Appliance,1996,356.43,36.02,320.41,1.18,5.74,2.91,0.47,0.73,0.21,8.58,0.89,3.77,219.62405400000003,4
Bose SoundLink,Cat4,LG,8,Average,80.89,IT Equipment,2022,330.01,32.56,297.45,3.15,28.97,1.37,6.8,0.09,0.12,1.66,0.29,4.14,229.67326899999998,4
MacBook Pro,Cat1,Philips,22,Average,55.69,IT Equipment,2010,429.09,35.6,393.49,0.34,18.3,1.5,8.28,0.62,0.97,12.96,4.21,1.82,607.0841959999999,3
HP Spectre,Cat3,Philips,3,Broken,74.64,Appliance,2024,616.84,9.74,607.1,3.37,7.19,0.52,7.21,0.74,0.96,12.45,4.75,5.08,756.417585,5
DJI Mavic Air 2,Cat2,Sony,7,Broken,92.76,Consumer Electronics,1996,385.99,24.71,361.28,3.9,6.64,2.24,2.33,0.66,0.15,0.71,0.15,4.03,314.67465,4
Garmin Forerunner,Cat3,LG,18,Good,61.41,Appliance,2015,337.43,26.63,310.8,1.93,4.36,2.43,6.59,1.72,0.19,1.11,1.96,3.49,297.672086,5
PS5,Cat1,Samsung,27,Good,85.95,Appliance,1996,447.22,12.16,435.06,1.11,34.61,1.5,1.66,1.48,0.97,4.62,1.51,4.42,691.134591,3
Dell XPS 13,Cat2,Dell,20,Good,71.61,IT Equipment,2001,512.76,26.92,485.84,2.68,38.22,0.34,9.66,0.98,0.92,9.63,0.09,4.24,712.2144639999999,4
Sony WH-1000XM4,Cat2,Apple,30,Average,52.73,Consumer Electronics,1994,623.59,15.01,608.58,3.48,27.19,2.6,6.88,0.26,0.86,8.79,4.49,5.45,680.027349,4
Oculus Quest 2,Cat3,Panasonic,13,Good,55.36,Appliance,2013,442.41,41.06,401.35,2.8,16.7,1.84,4.11,1.89,0.34,6.61,4.68,1.8,435.133858,5
Ring Doorbell,Cat4,HP,16,Good,62.8,Consumer Electronics,2000,735.86,18.79,717.07,4.85,4.37,3.0,5.89,0.99,0.61,14.56,4.3,5.69,643.4859449999999,4
Toshiba Fire TV,Cat2,Toshiba,1,Good,73.46,Consumer Electronics,2022,338.65,18.74,319.91,3.33,28.42,0.36,1.09,1.3,0.08,4.52,2.39,1.67,279.682264,4
Garmin Forerunner,Cat4,LG,1,Broken,81.74,Appliance,2012,501.54,10.93,490.61,4.48,33.83,1.62,9.04,0.59,0.34,9.53,0.29,2.6,447.9910490000001,4
Harman Kardon Speaker,Cat1,Philips,4,Broken,91.92,IT Equipment,2000,443.69,5.45,438.24,3.0,27.18,0.76,6.29,1.46,0.83,3.07,1.28,2.53,702.060018,3
ThinkPad X1,Cat2,HP,21,Broken,92.65,Consumer Electronics,2001,422.8,34.41,388.39,2.65,7.56,0.37,5.36,1.45,0.23,4.66,2.05,6.76,340.71228,4
Apple Watch Series 6,Cat4,Sony,11,Good,64.91,Consumer Electronics,2020,587.09,9.18,577.91,2.91,13.25,2.28,7.53,0.75,0.96,7.6,2.77,5.59,735.3188869999999,4
Sony WH-1000XM4,Cat2,Sony,1,Good,55.53,Consumer Electronics,1992,384.07,17.42,366.65,1.74,1.28,1.98,9.13,0.86,0.76,2.45,0.25,3.94,568.63309,4
Google Home,Cat2,Panasonic,12,Broken,69.29,Consumer Electronics,1994,589.94,24.55,565.39,4.76,37.55,0.36,5.91,0.4,0.67,10.86,0.71,4.81,640.1948010000001,4
Xbox Series X,Cat1,Lenovo,16,Average,92.36,Consumer Electronics,2021,339.31,37.83,301.48,3.2,19.99,2.06,9.79,1.94,0.11,2.94,0.72,0.3,325.538107,3
Pixel 5,Cat2,Lenovo,22,Good,60.92,IT Equipment,1999,385.22,36.15,349.07,0.39,5.07,2.98,6.74,0.82,0.46,9.49,4.73,3.05,328.926253,4
Nintendo Switch,Cat1,Samsung,15,Broken,79.06,Appliance,1994,425.05,24.58,400.47,1.07,6.97,2.93,0.29,1.65,0.71,5.0,1.47,3.85,549.995457,3
Harman Kardon Speaker,Cat2,Apple,16,Good,70.21,Consumer Electronics,1998,446.16,33.74,412.42,0.32,37.89,0.4,3.27,1.77,0.98,14.43,3.17,1.54,672.8403069999998,4
Amazon Echo,Cat1,HP,14,Good,94.94,Appliance,2013,264.63,26.54,238.09,0.14,14.59,0.46,3.96,0.43,0.15,9.98,1.63,4.49,116.78809299999999,3
Sony Alpha A7,Cat3,Dell,1,Average,94.68,IT Equipment,1995,446.9,43.33,403.57,3.46,9.37,0.29,9.84,1.48,0.04,11.24,2.65,3.8,273.019045,5
ThinkPad X1,Cat1,Samsung,15,Average,93.86,Appliance,2007,380.3,39.19,341.11,1.68,37.26,2.96,5.47,0.92,0.02,4.39,4.61,4.56,145.701236,3
Samsung Galaxy Watch 3,Cat4,HP,6,Average,61.29,Consumer Electronics,2005,587.42,10.11,577.31,4.29,28.6,2.12,6.48,0.33,0.95,1.38,3.84,5.37,774.756004,4
Samsung QLED TV,Cat3,Samsung,22,Broken,63.88,Consumer Electronics,2014,379.22,40.9,338.32,0.72,23.37,2.98,0.29,1.83,0.41,8.13,1.46,2.38,370.50714099999993,5
MacBook Pro,Cat3,Dell,10,Average,53.02,Consumer Electronics,2021,255.49,23.38,232.11,0.46,32.75,0.74,7.69,0.19,0.11,6.16,2.86,4.47,96.906931,5
Samsung QLED TV,Cat1,Toshiba,18,Average,93.17,IT Equipment,1998,410.22,7.82,402.4,1.33,34.88,1.62,5.79,0.01,0.81,8.37,4.94,1.98,531.444524,3
Samsung QLED TV,Cat4,Dell,14,Broken,57.96,Consumer Electronics,2015,380.84,22.79,358.05,0.59,11.05,1.05,8.71,0.57,0.49,9.07,2.34,5.89,341.69197899999995,4
HP Spectre,Cat1,Toshiba,8,Good,50.2,Appliance,2020,603.1,43.49,559.61,4.56,11.92,1.45,9.05,1.66,0.96,6.36,3.56,2.26,864.3431059999999,3
